Year,Duration,Title,Genre,Director,Sales,Type
1991,80,Hollywood's Greatest War Movies,War,,183031272,Film
1991,91,Out for Justice,Action,,174999005,Film
1956,27,"Case of the Mukkinese Battle Horn, The",Comedy,,192330738,Film
1953,75,"Goon Show Movie, The",Comedy,,126041322,Film
1975,95,"Great McGonagall, The",Comedy,,178767383,Film
1991,101,I'm All Right Jack,Comedy,,218613188,Film
1991,101,"Magic Christian, The",Comedy,,172363301,Film
1960,91,Never Let Go,Action,,242295562,Film
1991,121,"Pink Panther, The",Comedy,,359200044,Film
1991,84,Two-Way Stretch,Comedy,,159157447,Film
1988,65,"Face at the Window, The",Horror,,133960541,Film
1958,92,Tom Thumb,Science Fiction,,224012234,Film
1989,90,Beartooth,Action,,206071502,Film
1979,90,James Taylor in Concert,Music,,428028233,Film
1942,253,Gangbusters,Drama,,220239925,Film
1992,,El Rublo de las Dos Caras,Action,,171120329,Film
1992,87,"Law & Jake Wade, The",Drama,,259175788,Film
1967,105,Chuka,Western,,195268056,Film
1980,93,Cry of the Innocent,Drama,,203783845,Film
1991,108,Edison the Man,Drama,,203388341,Film
1991,101,Keeper of the Flame,Drama,,467863133,Film
1991,92,"Spencer Tracy Legacy, The",Comedy,,203388186,Film
1957,60,"Cheyenne, The Iron Trail",Western,,211780824,Film
1992,56,"Dawn Rider, The",Western,,262821940,Film
1993,,"Duke, The Films of John Wayne",Western,,140894675,Film
1939,55,Frontier Horizon,Western,,216763646,Film
1934,54,Hell Town,Western,,132675864,Film
1932,,Hurricane Express,Western,,128108211,Film
1932,210,"Hurricane Express, The",Action,,174440724,Film
1965,165,In Harm's Way,War,,371987838,Film
1991,,"John Wayne Collection, Red River, The",War,,287928194,Film
1992,,John Wayne Collector's Limited Edition,War,,289317794,Film
1991,,John Wayne Four Pack,Western,,216197492,Film
1939,112,"John Wayne Matinee Double Feature, No. 2",Western,,203509374,Film
1939,110,"John Wayne Matinee Double Feature, No. 3",Western,,174822325,Film
1938,110,"John Wayne Matinee Double Feature, No. 4",Western,,410902662,Film
1990,,John Wayne Six Pack,Western,,370541256,Film
1991,,"John Wayne Western Greats, Rio Bravo",Western,,325338851,Film
1991,56,King of the Pecos,Western,,327333559,Film
1992,59,Lawless Frontier,Western,,204313400,Film
1991,52,"Lawless Frontier, The",Western,,303144152,Film
1991,56,"Lawless Nineties, The",Western,,366101666,Film
1934,54,Lucky Texan,Western,,197744377,Film
1992,112,McQ,Action,,252712101,Film
1993,,Neath Arizona Skies,Western,,170270201,Film
1991,54,Neath the Arizona Skies,Western,,227817248,Film
1991,53,Randy Rides Alone,Western,,152263880,Film
1993,58,Range Feud,Western,,169333034,Film
1992,134,Red River,Western,,223241637,Film
1991,52,Riders of Destiny,Western,,140705322,Film
1990,,Sagebrush Trail,Western,,134403112,Film
1932,226,"Shadow of the Eagle, The",Action,,214104620,Film
1989,103,Blood & Guns,Action,,224920375,Film
1988,78,Hot Money,Drama,,322161245,Film
1977,75,Comedy Tonight,Comedy,,237860050,Film
1991,65,Robin Williams,Comedy,,209947037,Film
